-0.06252179	-0.021397388	-0.02158394	-0.04288802	0.02393064	-0.041115522	0.0662907	-0.009105656	-0.05449117	-0.07413152	0.103659876	-0.012301461	-0.025488399	0.021197982	0.24968329	-0.02577139
0.038714048	-0.00073123036	-0.021698313	-0.01002002	-0.033224776	-0.11759323	0.009956771	-0.03973977	0.02723708	0.015010708	-0.0061999536	-0.0726888	0.041373655	0.043198854	0.27733043	-0.022474289
0.2534093	0.23528528	0.2578706	0.18336807	0.24766403	0.110791884	-0.24831839	0.22433442	0.18204066	0.16951297	-0.17605896	0.2075668	0.30989236	-0.31535205	0.44651723	-0.30188656
0.039156202	-0.04672657	-0.020926243	0.029403526	0.06652602	-0.04170203	0.02689632	0.025986401	0.0052015632	-0.062385548	-0.03598674	-0.040035352	0.039011713	0.029545313	0.18864593	-0.05310896
-0.090704344	-0.12130613	-0.06223795	-0.10734534	-0.017949043	-0.1336842	0.11517592	-0.011089336	-0.07018083	-0.09340892	0.17563955	-0.113088444	-0.10079368	0.034191795	0.18956992	0.04785378
-0.07545625	-0.056428496	-0.032464404	0.0021805288	-0.042408716	-0.08207957	-0.052333035	-0.0572755	-0.03600468	0.009698335	0.052521322	-0.02322134	-0.008578422	0.03731325	0.24832916	0.00031233742
0.1172964	0.0970747	0.17872407	0.12148821	0.10760201	0.15499355	-0.07037988	0.1924706	0.030719047	0.20641592	-0.12871976	0.13921815	0.2083641	-0.15590644	0.18517116	-0.20167558
-0.034805976	-0.07427157	-0.011552416	-0.118251555	-0.061923992	-0.07603211	0.11305148	-0.06062112	-0.0750483	-0.08944492	0.13157652	-0.078578174	-0.054532528	0.11677788	0.1439738	0.04329488
-0.019538857	-0.03956476	-0.03478173	-0.03866834	0.064900205	-0.09834608	0.017087676	-0.010264189	-0.012878258	-0.06001668	0.031090302	-0.06577665	0.029565973	0.032996397	0.101635024	-0.022186853
-0.039341945	-0.10812311	-0.10214283	-0.09359771	-0.049067322	-0.0637836	0.17089453	-0.114182	-0.06681382	-0.12692475	0.12925039	-0.16180573	-0.055486783	0.11226223	0.11865604	0.06206574
-0.07090555	-0.11953487	-0.08589266	-0.045635983	-0.061123427	-0.05144905	0.03409793	-0.075725034	-0.07526202	-0.05088972	0.15493776	-0.04142722	-0.08225028	0.040785328	0.19689907	0.045988496
0.042698946	0.051141065	0.09302327	0.029716022	0.08112142	0.0013931715	-0.022697285	0.04791321	0.07669685	-0.013453988	-0.062107284	0.027831662	0.09609714	-0.06346978	0.19459507	-0.12004506
0.06038518	-0.0030463934	0.032099787	0.0078024454	-0.093375966	-0.0679261	-0.07166859	-0.0060170847	0.020168234	-0.02162432	0.0917883	-0.01567815	-0.003084372	0.0690561	0.19647266	-0.043561157
-0.82383645	-0.7044851	-0.88318753	-0.69990957	-0.7678629	-0.73172307	0.6876755	-0.7162759	-0.78542036	-0.76594067	0.7930975	-0.6955201	-0.7623754	0.8454534	-0.36800662	0.7650752
0.06341599	0.00011506677	0.01677498	0.007820128	0.00184455	-0.047314018	0.031462237	-0.03163609	-0.046334475	-0.028814133	-0.015440002	-0.006838453	-0.03638357	-0.055177137	0.12417509	-0.021361532
-0.08449125	-0.015426172	-0.013299615	-0.07144418	-0.089708425	-0.11979333	0.013284186	-0.06813852	-0.011448005	0.0050127916	0.09696017	-0.10900735	-0.021783073	0.03803063	0.17107517	0.025922462
0.19128719	0.15637168	0.2143834	0.16927041	0.26765984	0.1615048	-0.18458843	0.21708062	0.15241162	0.20479222	-0.18539767	0.16985027	0.26322597	-0.29460922	0.25033525	-0.22417124
0.18200572	0.11456456	0.16381815	0.13890617	0.17780715	0.11668465	-0.12114145	0.17460023	0.16986403	0.12748712	-0.10323796	0.15862244	0.21652399	-0.17305458	0.15380967	-0.13936065
1.0966213	0.93495226	1.1125008	0.9033356	1.0204918	0.8175963	-0.98254174	0.9810829	0.95771384	0.92942923	-1.0285363	0.98675627	1.0807148	-1.0452425	0.7508308	-1.0251139
0.67003304	0.72641563	0.69647986	0.5955432	0.6829697	0.56756735	-0.68478596	0.71968234	0.5861202	0.6621761	-0.65685683	0.6472429	0.67822343	-0.6886556	0.5547663	-0.654264
-0.061422154	0.006564355	0.032915857	0.032533668	0.0342111	0.010069392	0.05575443	0.038123116	0.008047572	0.0427809	-0.02849138	0.020169698	-0.010694023	-0.04163469	0.084248684	-0.07286455
-0.082049474	-0.09432517	-0.14546606	-0.20851168	-0.18987095	-0.17410721	0.15955247	-0.12861815	-0.19286689	-0.1808578	0.17822221	-0.20904908	-0.11026752	0.27381876	0.050402634	0.11207985
0.10217868	0.1169903	0.20345357	0.06578406	0.19212368	0.08834207	-0.13643971	0.13994662	0.09550556	0.14879324	-0.09739005	0.06118238	0.12958068	-0.17594486	0.23521921	-0.2061465
0.11064558	0.099819966	0.099206716	0.027922103	0.030328277	0.07670494	-0.10308101	0.0876699	0.06696971	0.039326943	-0.0037858495	0.0277729	-0.0030683952	-0.06805883	0.15883824	-0.051697988
0.16893242	0.06265295	-0.011129119	0.035197277	0.15183593	-0.002146305	-0.14588054	0.070103094	0.08576541	-0.013709533	-0.09225278	0.13660567	0.055868782	-0.037631173	0.10620756	-0.06607598
0.13492292	0.15268084	0.20483395	0.1195521	0.18723169	0.1419065	-0.19532946	0.23450215	0.13406682	0.18220496	-0.12666273	0.14024673	0.20011227	-0.19254273	0.21717265	-0.18300368
-0.012947342	0.009361564	-0.03326945	-0.00061449374	0.08353531	-0.0049743387	0.0013644535	-0.012352073	0.08542816	0.067068376	-0.013051981	-0.031272233	0.0533543	0.026706569	0.109811895	-0.12943596
